timestamp,lat,lon,alt
2025-07-28 19:21:09.834389,39.738254063333336,-84.17645628166666,242.0188
2025-07-28 19:21:09.840845,39.738254063333336,-84.17645628166666,242.0188
2025-07-28 19:21:09.844025,39.738254063333336,-84.17645628166666,242.0188
2025-07-28 19:21:09.846811,39.738254063333336,-84.17645628166666,242.0188
2025-07-28 19:21:09.850618,39.738254063333336,-84.17645628166666,242.0188
2025-07-28 19:21:09.852456,39.738254063333336,-84.17645628166666,242.0188
2025-07-28 19:21:09.854809,39.738254063333336,-84.17645628166666,242.0188
2025-07-28 19:21:09.857585,39.738254063333336,-84.17645628166666,242.0188,,,
2025-07-28 19:21:09.860943,39.738254063333336,-84.17645628166666,242.0188
2025-07-28 19:21:09.864822,39.738254063333336,-84.17645628166666,242.0188
2025-07-28 19:21:09.867829,39.738254063333336,-84.17645628166666,242.0188
2025-07-28 19:21:09.870466,39.738254063333336,-84.17645628166666,242.0188
2025-07-28 19:21:09.874816,39.73825409138647,-84.17645638727848,241.9409772943038,,,
2025-07-28 19:21:09.877836,39.73825409138647,-84.17645638727848,241.9409772943038
2025-07-28 19:21:09.880808,39.73825409138647,-84.17645638727848,241.9409772943038
2025-07-28 19:21:09.883027,39.73825409138647,-84.17645638727848,241.9409772943038
2025-07-28 19:21:09.885418,39.73825409138647,-84.17645638727848,241.9409772943038
2025-07-28 19:21:09.888019,39.73825409138647,-84.17645638727848,241.9409772943038
2025-07-28 19:21:09.891197,39.73825409138647,-84.17645638727848,241.9409772943038
2025-07-28 19:21:09.894872,39.73825409138647,-84.17645638727848,241.9409772943038,,,
2025-07-28 19:21:09.897044,39.73825409138647,-84.17645638727848,241.9409772943038
2025-07-28 19:21:09.900757,39.73825409138647,-84.17645638727848,241.9409772943038
2025-07-28 19:21:09.903420,39.73825409138647,-84.17645638727848,241.9409772943038
2025-07-28 19:21:09.906078,39.73825409138647,-84.17645638727848,241.9409772943038
2025-07-28 19:21:09.909326,39.73825408451933,-84.1764563816957,241.9421992493945,,,
2025-07-28 19:21:09.913926,39.73825408451933,-84.1764563816957,241.9421992493945
2025-07-28 19:21:09.917559,39.73825408451933,-84.1764563816957,241.9421992493945
2025-07-28 19:21:09.919377,39.73825408451933,-84.1764563816957,241.9421992493945
