timestamp,lat,lon,alt,heading_deg,lat_err,lon_err,alt_err
2026-04-15 17:01:31.099797,39.73762650333333,-84.17649230666666,241.5241,,0.977,3.106,2.376
2026-04-15 17:01:31.107882,39.73762650333333,-84.17649230666666,241.5241,,0.904,2.906,2.289
2026-04-15 17:01:31.114832,39.73762548400059,-84.1764942119461,241.66015374962947,,0.904,2.906,2.289
2026-04-15 17:01:31.120129,39.73762548400059,-84.1764942119461,241.66015374962947,,0.904,2.906,2.289
2026-04-15 17:01:31.125871,39.73762548400059,-84.1764942119461,241.66015374962947,,0.641,0.732,1.149
2026-04-15 17:01:31.132078,39.73762496437053,-84.17649459440987,241.73090843227442,,0.641,0.732,1.149
2026-04-15 17:01:31.137149,39.73762496437053,-84.17649459440987,241.73090843227442,,0.641,0.732,1.149
2026-04-15 17:01:31.142363,39.73762496437053,-84.17649459440987,241.73090843227442,,0.735,0.828,1.336
2026-04-15 17:01:31.148508,39.73762447096454,-84.17649469384175,241.8011656235136,,0.735,0.828,1.336
2026-04-15 17:01:31.153487,39.73762447096454,-84.17649469384175,241.8011656235136,,0.735,0.828,1.336
2026-04-15 17:01:31.158484,39.73762447096454,-84.17649469384175,241.8011656235136,,0.576,0.71,1.148
2026-04-15 17:01:31.164614,39.73762390175451,-84.17649470583956,241.8462944817106,,0.576,0.71,1.148
2026-04-15 17:01:31.169580,39.73762390175451,-84.17649470583956,241.8462944817106,,0.576,0.71,1.148
2026-04-15 17:01:31.174736,39.73762390175451,-84.17649470583956,241.8462944817106,,0.527,0.628,1.03
2026-04-15 17:01:31.180810,39.73762333848617,-84.17649442195314,241.88442797240086,,0.527,0.628,1.03
2026-04-15 17:01:31.185698,39.73762333848617,-84.17649442195314,241.88442797240086,,0.527,0.628,1.03
2026-04-15 17:01:31.190600,39.73762333848617,-84.17649442195314,241.88442797240086,,0.548,0.585,1.104
2026-04-15 17:01:31.196840,39.737622704652125,-84.17649390980493,241.93181683913377,,0.548,0.585,1.104
2026-04-15 17:01:31.202104,39.737622704652125,-84.17649390980493,241.93181683913377,,0.548,0.585,1.104
2026-04-15 17:01:31.207737,39.737622704652125,-84.17649390980493,241.93181683913377,,0.504,0.577,1.01
2026-04-15 17:01:31.215215,39.737622292599674,-84.17649336765884,241.96668442433426,,0.504,0.577,1.01
2026-04-15 17:01:31.222409,39.737622292599674,-84.17649336765884,241.96668442433426,,0.504,0.577,1.01
2026-04-15 17:01:31.228809,39.737622292599674,-84.17649336765884,241.96668442433426,,0.48,0.561,1.016
2026-04-15 17:01:31.236196,39.73762223025956,-84.17649278250266,241.98379082359713,,0.48,0.561,1.016
2026-04-15 17:01:31.241749,39.73762223025956,-84.17649278250266,241.98379082359713,,0.48,0.561,1.016
2026-04-15 17:01:31.247075,39.73762223025956,-84.17649278250266,241.98379082359713,,0.381,0.453,0.957
2026-04-15 17:01:31.253851,39.73762218256392,-84.1764926838053,241.99761350308603,,0.381,0.453,0.957
2026-04-15 17:01:31.259311,39.73762218256392,-84.1764926838053,241.99761350308603,,0.381,0.453,0.957
2026-04-15 17:01:31.265323,39.73762218256392,-84.1764926838053,241.99761350308603,,0.685,1.862,3.488
2026-04-15 17:01:31.272755,39.737622187289084,-84.17649194702719,241.99194447602542,,0.685,1.862,3.488
2026-04-15 17:01:31.278370,39.737622187289084,-84.17649194702719,241.99194447602542,,0.685,1.862,3.488
2026-04-15 17:01:31.284148,39.737622187289084,-84.17649194702719,241.99194447602542,,0.405,0.541,1.033
2026-04-15 17:01:31.291009,39.73762232426715,-84.17649111383822,241.98308138999738,,0.405,0.541,1.033
2026-04-15 17:01:31.296500,39.73762232426715,-84.17649111383822,241.98308138999738,,0.405,0.541,1.033
2026-04-15 17:01:31.302330,39.73762232426715,-84.17649111383822,241.98308138999738,,0.597,0.627,1.324
2026-04-15 17:01:31.309431,39.73762276986083,-84.17648996506182,242.00191660819704,,0.597,0.627,1.324
2026-04-15 17:01:31.314826,39.73762276986083,-84.17648996506182,242.00191660819704,,0.597,0.627,1.324
2026-04-15 17:01:31.320896,39.73762276986083,-84.17648996506182,242.00191660819704,,0.667,0.692,1.505
2026-04-15 17:01:31.327962,39.737623427059845,-84.17648863908471,242.0349053404449,,0.667,0.692,1.505
2026-04-15 17:01:31.333494,39.737623427059845,-84.17648863908471,242.0349053404449,,0.667,0.692,1.505
2026-04-15 17:01:31.339336,39.737623427059845,-84.17648863908471,242.0349053404449,,0.657,0.682,1.441
2026-04-15 17:01:31.346433,39.73762415636073,-84.17648737895692,242.07248496664724,,0.657,0.682,1.441
2026-04-15 17:01:31.352876,39.73762415636073,-84.17648737895692,242.07248496664724,,0.657,0.682,1.441
2026-04-15 17:01:31.358701,39.73762415636073,-84.17648737895692,242.07248496664724,,0.697,0.753,1.596
2026-04-15 17:01:31.365440,39.73762471256272,-84.17648626354237,242.0942589557465,,0.697,0.753,1.596
2026-04-15 17:01:31.371098,39.73762471256272,-84.17648626354237,242.0942589557465,,0.697,0.753,1.596
2026-04-15 17:01:31.376916,39.73762471256272,-84.17648626354237,242.0942589557465,,0.602,0.739,1.396
2026-04-15 17:01:31.383707,39.737625031567276,-84.17648546560811,242.09691318012355,,0.602,0.739,1.396
2026-04-15 17:01:31.389401,39.737625031567276,-84.17648546560811,242.09691318012355,,0.602,0.739,1.396
2026-04-15 17:01:31.394948,39.737625031567276,-84.17648546560811,242.09691318012355,,0.48,0.462,0.992
2026-04-15 17:01:31.401870,39.73762517542183,-84.17648493961524,242.09260651205435,,0.48,0.462,0.992
2026-04-15 17:01:31.407245,39.73762517542183,-84.17648493961524,242.09260651205435,,0.48,0.462,0.992
2026-04-15 17:01:31.412778,39.73762517542183,-84.17648493961524,242.09260651205435,,0.495,0.415,1.168
2026-04-15 17:01:31.419550,39.737625156471836,-84.17648492234181,242.10345989528756,,0.495,0.415,1.168
2026-04-15 17:01:31.425121,39.737625156471836,-84.17648492234181,242.10345989528756,,0.495,0.415,1.168
2026-04-15 17:01:31.431034,39.737625156471836,-84.17648492234181,242.10345989528756,,0.597,1.589,3.637
2026-04-15 17:01:31.438066,39.737625144295144,-84.17648487882539,242.1157695623635,,0.597,1.589,3.637
2026-04-15 17:01:31.443620,39.737625144295144,-84.17648487882539,242.1157695623635,,0.597,1.589,3.637
2026-04-15 17:01:31.449427,39.737625144295144,-84.17648487882539,242.1157695623635,,0.575,1.529,3.645
2026-04-15 17:01:31.464850,39.737625144295144,-84.17648487882539,242.1157695623635,,0.575,1.529,3.645
2026-04-15 17:01:31.480944,39.737625144295144,-84.17648487882539,242.1157695623635,,0.575,1.529,3.645
2026-04-15 17:01:31.496970,39.737625144295144,-84.17648487882539,242.1157695623635,,0.575,1.529,3.645
2026-04-15 17:01:31.512955,39.737625144295144,-84.17648487882539,242.1157695623635,,0.575,1.529,3.645
2026-04-15 17:01:31.529673,39.737625144295144,-84.17648487882539,242.1157695623635,,0.575,1.529,3.645
2026-04-15 17:01:31.545731,39.737625144295144,-84.17648487882539,242.1157695623635,,0.575,1.529,3.645
2026-04-15 17:01:31.561822,39.737625144295144,-84.17648487882539,242.1157695623635,,0.575,1.529,3.645
2026-04-15 17:01:31.578576,39.737625144295144,-84.17648487882539,242.1157695623635,,0.575,1.529,3.645
2026-04-15 17:01:31.596210,39.737625144295144,-84.17648487882539,242.1157695623635,,0.575,1.529,3.645
2026-04-15 17:01:31.614036,39.737625144295144,-84.17648487882539,242.1157695623635,,0.575,1.529,3.645
2026-04-15 17:01:31.632776,39.737625144295144,-84.17648487882539,242.1157695623635,,0.575,1.529,3.645
2026-04-15 17:01:31.651996,39.737625144295144,-84.17648487882539,242.1157695623635,,0.575,1.529,3.645
2026-04-15 17:01:31.671003,39.737625144295144,-84.17648487882539,242.1157695623635,,0.575,1.529,3.645
2026-04-15 17:01:31.690187,39.737625144295144,-84.17648487882539,242.1157695623635,,0.575,1.529,3.645
2026-04-15 17:01:31.708589,39.737625144295144,-84.17648487882539,242.1157695623635,,0.575,1.529,3.645
2026-04-15 17:01:31.727267,39.737625144295144,-84.17648487882539,242.1157695623635,,0.575,1.529,3.645
2026-04-15 17:01:31.746321,39.737625144295144,-84.17648487882539,242.1157695623635,,0.575,1.529,3.645
2026-04-15 17:01:31.764726,39.737625144295144,-84.17648487882539,242.1157695623635,,0.575,1.529,3.645
2026-04-15 17:01:31.782899,39.737625144295144,-84.17648487882539,242.1157695623635,,0.575,1.529,3.645
2026-04-15 17:01:31.799515,39.737625144295144,-84.17648487882539,242.1157695623635,,0.575,1.529,3.645
2026-04-15 17:01:31.818010,39.737625144295144,-84.17648487882539,242.1157695623635,,0.575,1.529,3.645
2026-04-15 17:01:31.836289,39.737625144295144,-84.17648487882539,242.1157695623635,,0.575,1.529,3.645
2026-04-15 17:01:31.855290,39.737625144295144,-84.17648487882539,242.1157695623635,,0.575,1.529,3.645
2026-04-15 17:01:31.873932,39.737625144295144,-84.17648487882539,242.1157695623635,,0.575,1.529,3.645
2026-04-15 17:01:31.892678,39.737625144295144,-84.17648487882539,242.1157695623635,,0.575,1.529,3.645
2026-04-15 17:01:31.911771,39.737625144295144,-84.17648487882539,242.1157695623635,,0.575,1.529,3.645
2026-04-15 17:01:31.930643,39.737625144295144,-84.17648487882539,242.1157695623635,,0.575,1.529,3.645
2026-04-15 17:01:31.949799,39.737625144295144,-84.17648487882539,242.1157695623635,,0.575,1.529,3.645
2026-04-15 17:01:31.969338,39.737625144295144,-84.17648487882539,242.1157695623635,,0.575,1.529,3.645
2026-04-15 17:01:31.988115,39.737625144295144,-84.17648487882539,242.1157695623635,,0.575,1.529,3.645
2026-04-15 17:01:32.006931,39.737625144295144,-84.17648487882539,242.1157695623635,,0.575,1.529,3.645
2026-04-15 17:01:32.025591,39.737625144295144,-84.17648487882539,242.1157695623635,,0.575,1.529,3.645
2026-04-15 17:01:32.044653,39.73762355704839,-84.17649001006164,241.83913347229236,,0.575,1.529,3.645
2026-04-15 17:01:32.056570,39.73762355704839,-84.17649001006164,241.83913347229236,128.569,0.575,1.529,3.645
2026-04-15 17:01:32.065812,39.73762355704839,-84.17649001006164,241.83913347229236,128.569,0.009,0.005,0.018
2026-04-15 17:01:32.083839,39.73762355704839,-84.17649001006164,241.83913347229236,128.569,0.009,0.005,0.018
2026-04-15 17:01:32.102481,39.73762355704839,-84.17649001006164,241.83913347229236,128.569,0.009,0.005,0.018
2026-04-15 17:01:32.120612,39.73762355704839,-84.17649001006164,241.83913347229236,128.569,0.009,0.005,0.018
2026-04-15 17:01:32.138764,39.73762355704839,-84.17649001006164,241.83913347229236,128.569,0.009,0.005,0.018
2026-04-15 17:01:32.157405,39.73762355704839,-84.17649001006164,241.83913347229236,128.569,0.009,0.005,0.018
2026-04-15 17:01:32.175804,39.73762355704839,-84.17649001006164,241.83913347229236,128.569,0.009,0.005,0.018
2026-04-15 17:01:32.194300,39.73762355704839,-84.17649001006164,241.83913347229236,128.569,0.009,0.005,0.018
2026-04-15 17:01:32.213426,39.73762355704839,-84.17649001006164,241.83913347229236,128.569,0.009,0.005,0.018
2026-04-15 17:01:32.233092,39.73762355704839,-84.17649001006164,241.83913347229236,128.569,0.009,0.005,0.018
2026-04-15 17:01:32.252681,39.73762355704839,-84.17649001006164,241.83913347229236,128.569,0.009,0.005,0.018
2026-04-15 17:01:32.271935,39.73762355704839,-84.17649001006164,241.83913347229236,128.569,0.009,0.005,0.018
2026-04-15 17:01:32.290204,39.73762355704839,-84.17649001006164,241.83913347229236,128.569,0.009,0.005,0.018
2026-04-15 17:01:32.307979,39.73762355704839,-84.17649001006164,241.83913347229236,128.569,0.009,0.005,0.018
2026-04-15 17:01:32.327225,39.73762355704839,-84.17649001006164,241.83913347229236,128.569,0.009,0.005,0.018
2026-04-15 17:01:32.345590,39.73762355704839,-84.17649001006164,241.83913347229236,128.569,0.009,0.005,0.018
2026-04-15 17:01:32.363621,39.73762355704839,-84.17649001006164,241.83913347229236,128.569,0.009,0.005,0.018
2026-04-15 17:01:32.381985,39.73762355704839,-84.17649001006164,241.83913347229236,128.569,0.009,0.005,0.018
2026-04-15 17:01:32.400577,39.73762355704839,-84.17649001006164,241.83913347229236,128.569,0.009,0.005,0.018
2026-04-15 17:01:32.419574,39.73762355704839,-84.17649001006164,241.83913347229236,128.569,0.009,0.005,0.018
2026-04-15 17:01:32.438456,39.73762355704839,-84.17649001006164,241.83913347229236,128.569,0.009,0.005,0.018
2026-04-15 17:01:32.457129,39.73762355704839,-84.17649001006164,241.83913347229236,128.569,0.009,0.005,0.018
2026-04-15 17:01:32.475662,39.73762355704839,-84.17649001006164,241.83913347229236,128.569,0.009,0.005,0.018
2026-04-15 17:01:32.494492,39.73762355704839,-84.17649001006164,241.83913347229236,128.569,0.009,0.005,0.018
2026-04-15 17:01:32.512369,39.73762355704839,-84.17649001006164,241.83913347229236,128.569,0.009,0.005,0.018
2026-04-15 17:01:32.530925,39.73762355704839,-84.17649001006164,241.83913347229236,128.569,0.009,0.005,0.018
2026-04-15 17:01:32.550,39.73762355704839,-84.17649001006164,241.83913347229236,128.569,0.009,0.005,0.018
2026-04-15 17:01:32.568554,39.73762355704839,-84.17649001006164,241.83913347229236,128.569,0.009,0.005,0.018
2026-04-15 17:01:32.587152,39.73762355704839,-84.17649001006164,241.83913347229236,128.569,0.009,0.005,0.018
2026-04-15 17:01:32.606125,39.73762355704839,-84.17649001006164,241.83913347229236,128.569,0.009,0.005,0.018
2026-04-15 17:01:32.624333,39.73762355704839,-84.17649001006164,241.83913347229236,128.569,0.009,0.005,0.018
2026-04-15 17:01:32.642884,39.73762355704839,-84.17649001006164,241.83913347229236,128.569,0.009,0.005,0.018
2026-04-15 17:01:32.661919,39.73762355704839,-84.17649001006164,241.83913347229236,128.569,0.009,0.005,0.018
2026-04-15 17:01:32.680082,39.73762355704839,-84.17649001006164,241.83913347229236,128.569,0.009,0.005,0.018
2026-04-15 17:01:32.698402,39.73762355704839,-84.17649001006164,241.83913347229236,128.569,0.009,0.005,0.018
2026-04-15 17:01:32.717297,39.73762355704839,-84.17649001006164,241.83913347229236,128.569,0.009,0.005,0.018
2026-04-15 17:01:32.735749,39.73762355704839,-84.17649001006164,241.83913347229236,128.569,0.009,0.005,0.018
2026-04-15 17:01:32.754272,39.73762355704839,-84.17649001006164,241.83913347229236,128.569,0.009,0.005,0.018
2026-04-15 17:01:32.773293,39.73762355704839,-84.17649001006164,241.83913347229236,128.569,0.009,0.005,0.018
2026-04-15 17:01:32.791751,39.73762355704839,-84.17649001006164,241.83913347229236,128.569,0.009,0.005,0.018
2026-04-15 17:01:32.810193,39.73762355704839,-84.17649001006164,241.83913347229236,128.569,0.009,0.005,0.018
2026-04-15 17:01:32.828863,39.73762355704839,-84.17649001006164,241.83913347229236,128.569,0.009,0.005,0.018
2026-04-15 17:01:32.847233,39.73762355704839,-84.17649001006164,241.83913347229236,128.569,0.009,0.005,0.018
2026-04-15 17:01:32.865823,39.73762355704839,-84.17649001006164,241.83913347229236,128.569,0.009,0.005,0.018
2026-04-15 17:01:32.885047,39.73762355704839,-84.17649001006164,241.83913347229236,128.569,0.009,0.005,0.018
2026-04-15 17:01:32.903786,39.73762355704839,-84.17649001006164,241.83913347229236,128.569,0.009,0.005,0.018
2026-04-15 17:01:32.922325,39.73762355704839,-84.17649001006164,241.83913347229236,128.569,0.009,0.005,0.018
2026-04-15 17:01:32.941264,39.73762355704839,-84.17649001006164,241.83913347229236,128.569,0.009,0.005,0.018
2026-04-15 17:01:32.959592,39.73762355704839,-84.17649001006164,241.83913347229236,128.569,0.009,0.005,0.018
2026-04-15 17:01:32.978271,39.73762355704839,-84.17649001006164,241.83913347229236,128.569,0.009,0.005,0.018
2026-04-15 17:01:32.997463,39.73762355704839,-84.17649001006164,241.83913347229236,128.569,0.009,0.005,0.018
2026-04-15 17:01:33.016179,39.73762355704839,-84.17649001006164,241.83913347229236,128.569,0.009,0.005,0.018
2026-04-15 17:01:33.034641,39.73762355704839,-84.17649001006164,241.83913347229236,128.569,0.009,0.005,0.018
2026-04-15 17:01:33.046973,39.73762198320595,-84.17649525379608,241.5620597473878,128.569,0.009,0.005,0.018
2026-04-15 17:01:33.057484,39.73762198320595,-84.17649525379608,241.5620597473878,128.543,0.009,0.005,0.018
2026-04-15 17:01:33.066960,39.73762198320595,-84.17649525379608,241.5620597473878,128.543,0.009,0.005,0.017
2026-04-15 17:01:33.086050,39.73762198320595,-84.17649525379608,241.5620597473878,128.543,0.009,0.005,0.017
2026-04-15 17:01:33.104494,39.73762198320595,-84.17649525379608,241.5620597473878,128.543,0.009,0.005,0.017
2026-04-15 17:01:33.122624,39.73762198320595,-84.17649525379608,241.5620597473878,128.543,0.009,0.005,0.017
2026-04-15 17:01:33.140293,39.73762198320595,-84.17649525379608,241.5620597473878,128.543,0.009,0.005,0.017
2026-04-15 17:01:33.159042,39.73762198320595,-84.17649525379608,241.5620597473878,128.543,0.009,0.005,0.017
2026-04-15 17:01:33.177587,39.73762198320595,-84.17649525379608,241.5620597473878,128.543,0.009,0.005,0.017
2026-04-15 17:01:33.196788,39.73762198320595,-84.17649525379608,241.5620597473878,128.543,0.009,0.005,0.017
